customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,date_of_birth,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,cust_rank,cust_value,age,age_group
452,Gregorius,Leal,Male,7,4/29/1951,,Retail,Affluent Customer,No,Yes,21,66 Merry Court,2033,New South Wales,Australia,12,455,0.8925,72,Senior
453,Deana,Canton,Female,67,11/25/1974,,Property,Mass Customer,No,Yes,14,92 Ludington Street,4301,Queensland,Australia,3,455,0.8925,49,Adult
454,Kori,Sparsholt,Female,59,5/19/1940,OfficeNullAssistantNullII,n/a,Mass Customer,No,Yes,19,37 Rigney Park,2171,New South Wales,Australia,9,455,0.8925,83,Senior
455,Lucky,Klainman,Female,24,11/26/1947,ChiefNullDesignNullEngineer,Retail,Mass Customer,No,No,8,0796 Barnett Plaza,3758,Victoria,Australia,4,455,0.8925,76,Senior
456,Erasmus,Olenchenko,Male,56,2/3/1965,SoftwareNullTestNullEngineerNullIV,Property,Mass Customer,No,Yes,5,415 Rockefeller Trail,2484,New South Wales,Australia,7,464,0.89062,58,Senior
457,Carita,Sand,Female,25,3/20/1977,QualityNullEngineer,Retail,Mass Customer,No,No,16,846 Loftsgordon Crossing,2154,New South Wales,Australia,11,464,0.89062,46,Adult
458,Lynnett,Tipper,Female,22,8/3/1993,SocialNullWorker,Health,High Net Worth,No,Yes,2,9 Ridgeview Avenue,3109,Victoria,Australia,10,466,0.89,30,Adult
459,Thorn,Stigers,Male,42,5/19/1972,BusinessNullSystemsNullDevelopmentNullAnalyst,Financial Services,Mass Customer,No,No,19,6218 Delladonna Parkway,4115,Queensland,Australia,8,466,0.89,51,Senior
460,Lela,Billing,Female,38,12/17/1970,ProgrammerNullAnalystNullIII,n/a,Mass Customer,No,Yes,18,095 Glacier Hill Circle,2571,New South Wales,Australia,7,468,0.88984,53,Senior
461,Norah,Mapis,Female,75,12/9/2000,AssistantNullManager,Argiculture,Mass Customer,No,No,10,057 Victoria Crossing,2263,New South Wales,Australia,9,468,0.88984,23,Teenager
462,Moina,Rosenbaum,Female,50,8/4/2001,GraphicNullDesigner,IT,Mass Customer,No,No,14,0 Memorial Road,3109,Victoria,Australia,10,468,0.88984,22,Teenager
463,Ceciley,Harg,Female,50,10/19/1990,NurseNullPracticioner,Retail,Mass Customer,No,Yes,4,409 Starling Lane,4172,Queensland,Australia,7,471,0.8875,33,Adult
464,Torry,de la Valette Parisot,Male,95,3/14/1967,VPNullMarketing,Telecommunications,Mass Customer,No,Yes,18,36963 Pierstorff Terrace,3168,Victoria,Australia,9,471,0.8875,56,Senior
465,Sigismund,Sedger,Male,9,11/29/1999,AccountantNullII,Manufacturing,Affluent Customer,No,No,7,8069 Sunbrook Way,2155,New South Wales,Australia,10,473,0.884,24,Teenager
466,Irvine,Headon,Male,99,4/21/1956,GeologistNullIII,IT,Affluent Customer,No,Yes,20,9 Hovde Way,2322,New South Wales,Australia,5,473,0.884,67,Senior
467,Laurie,,Male,31,7/28/1979,AssistantNullMediaNullPlanner,Entertainment,Mass Customer,No,Yes,15,94 Barby Lane,2210,New South Wales,Australia,10,475,0.88188,44,Adult
468,Tomkin,Bernlin,Male,7,12/29/2001,FoodNullChemist,Health,Affluent Customer,No,Yes,9,0492 Kings Street,2480,New South Wales,Australia,3,475,0.88188,22,Teenager
469,Genni,Fanstone,Female,25,7/29/1972,AdministrativeNullAssistantNullII,Entertainment,Mass Customer,No,No,16,1 Fair Oaks Alley,3149,Victoria,Australia,10,475,0.88188,51,Senior
470,Blondie,,Female,43,10/3/1995,Actuary,Financial Services,High Net Worth,No,No,11,780 Norway Maple Hill,2565,New South Wales,Australia,8,478,0.88,28,Teenager
471,Aloysius,Killingsworth,Male,89,2/14/1957,VPNullQualityNullControl,n/a,Mass Customer,No,No,12,625 Mandrake Junction,2145,New South Wales,Australia,9,478,0.88,66,Senior
472,Carola,Philler,Female,73,4/30/1951,DentalNullHygienist,Health,High Net Worth,No,No,15,1037 Roth Park,2145,New South Wales,Australia,7,478,0.88,72,Senior
473,Fitzgerald,Hellikes,Male,25,7/28/1979,MediaNullManagerNullIV,Health,Mass Customer,No,Yes,10,315 Center Park,3040,Victoria,Australia,7,478,0.88,44,Adult
474,Ingmar,Okenden,Male,97,3/1/1959,CompensationNullAnalyst,Financial Services,Mass Customer,No,Yes,8,1 Graceland Plaza,3216,Victoria,Australia,2,478,0.88,64,Senior
475,Tina,Dunstan,Female,13,3/6/1939,AccountNullRepresentativeNullIV,Retail,Affluent Customer,No,No,13,98555 Victoria Hill,2171,New South Wales,Australia,7,483,0.87656,84,Senior
476,Huberto,Mollatt,Male,82,8/27/1961,ProgrammerNullIV,n/a,Mass Customer,No,Yes,14,31121 Pierstorff Center,2770,New South Wales,Australia,7,483,0.87656,62,Senior
477,Georgi,,Male,29,1/14/1970,AssistantNullManager,Manufacturing,High Net Worth,No,No,11,59 Garrison Terrace,3215,Victoria,Australia,4,485,0.8755,53,Senior
478,Adolpho,Bellerby,Male,46,10/25/1944,VPNullSales,Financial Services,High Net Worth,No,Yes,13,2763 Buhler Circle,4305,Queensland,Australia,4,486,0.875,79,Senior
479,Kelsey,Hatt,Female,69,6/27/1966,SeniorNullSalesNullAssociate,Financial Services,High Net Worth,No,No,8,309 Maple Wood Pass,3930,Victoria,Australia,6,486,0.875,57,Senior
480,Lucien,,Male,83,9/14/1966,,Financial Services,High Net Worth,No,Yes,19,777 Fairfield Court,4305,Queensland,Australia,3,486,0.875,57,Senior
481,Ariel,McCloid,Male,4,3/13/1994,HumanNullResourcesNullManager,n/a,High Net Worth,No,Yes,6,99 Quincy Parkway,3630,Victoria,Australia,1,486,0.875,29,Teenager
482,Bevvy,Openshaw,Female,68,6/15/1975,StaffNullScientist,n/a,Affluent Customer,No,Yes,10,902 Westend Lane,2318,New South Wales,Australia,3,486,0.875,48,Adult
483,Alexina,Mabley,Female,72,10/12/1975,WebNullDesignerNullIV,Manufacturing,Mass Customer,No,Yes,10,9 Rieder Junction,2573,New South Wales,Australia,9,486,0.875,48,Adult
484,Dawn,Pyffe,Female,56,5/28/1965,MediaNullManagerNullIII,Retail,Mass Customer,No,No,11,734 Veith Way,3155,Victoria,Australia,8,492,0.87125,58,Senior
485,Claudette,Renackowna,Female,55,2/11/1996,AdministrativeNullOfficer,Manufacturing,Mass Customer,No,No,2,0800 Dahle Alley,2148,New South Wales,Australia,8,492,0.87125,27,Teenager
486,Elianora,Poolton,Female,15,6/14/1944,ProgrammerNullII,n/a,Mass Customer,No,Yes,21,5 Macpherson Drive,3134,Victoria,Australia,9,494,0.867,79,Senior
487,Park,,Male,39,11/8/1977,NurseNullPracticioner,IT,Affluent Customer,No,No,14,07 Boyd Drive,4350,Queensland,Australia,7,495,0.86328,46,Adult
488,Anthony,Lindstrom,Male,86,11/1/1997,GeologistNullIV,Financial Services,Affluent Customer,No,Yes,10,427 Oak Avenue,2205,New South Wales,Australia,10,495,0.86328,26,Teenager
489,Liane,Poizer,Female,59,5/5/1952,AnalystNullProgrammer,Property,High Net Worth,No,No,13,390 Express Plaza,2076,New South Wales,Australia,11,495,0.86328,71,Senior
490,Romonda,Hallt,Female,69,5/9/1960,Operator,n/a,Affluent Customer,No,No,15,703 Ludington Plaza,2480,New South Wales,Australia,4,498,0.86062,63,Senior
491,Sula,Thomann,Female,56,3/17/1989,AssistantNullManager,n/a,Mass Customer,No,No,6,7 Dayton Circle,2160,New South Wales,Australia,9,498,0.86062,34,Adult
492,Renell,Earley,Female,5,10/21/1954,CompensationNullAnalyst,Financial Services,Mass Customer,No,Yes,11,79 Manufacturers Plaza,4171,Queensland,Australia,5,500,0.86,69,Senior
493,Cliff,Philipsson,Male,82,2/2/1967,StructuralNullAnalysisNullEngineer,Argiculture,Mass Customer,No,No,16,600 Artisan Drive,3149,Victoria,Australia,10,500,0.86,56,Senior
494,Clevey,Aisthorpe,Male,27,9/20/1976,SoftwareNullConsultant,n/a,Mass Customer,No,Yes,8,0 Veith Way,2009,New South Wales,Australia,9,502,0.8585,47,Adult
495,Cariotta,,Female,10,8/19/1974,AssistantNullMediaNullPlanner,Entertainment,Affluent Customer,No,Yes,17,2336 Continental Point,2527,New South Wales,Australia,7,502,0.8585,49,Adult
496,George,Jose,Male,68,12/19/1960,PaymentNullAdjustmentNullCoordinator,Retail,High Net Worth,No,Yes,20,535 Corben Point,4680,Queensland,Australia,4,504,0.85,63,Senior
497,Kissiah,Foat,Female,30,9/11/1975,GraphicNullDesigner,n/a,Mass Customer,No,Yes,19,1690 Forster Place,2281,New South Wales,Australia,9,504,0.85,48,Adult
498,Milty,Brauninger,Male,13,7/10/1945,PaymentNullAdjustmentNullCoordinator,n/a,High Net Worth,No,No,11,54 6th Trail,2640,New South Wales,Australia,7,504,0.85,78,Senior
499,Killian,Nettles,Male,44,9/1/1980,MarketingNullAssistant,n/a,Affluent Customer,No,No,4,16 Pepper Wood Junction,3803,Victoria,Australia,7,507,0.85,43,Adult
500,Fredia,Favelle,Female,94,8/29/1974,Teacher,n/a,Mass Customer,No,Yes,19,4 Arapahoe Terrace,4014,Queensland,Australia,8,507,0.85,49,Adult
501,Katleen,Arnoult,Female,6,11/24/1976,VPNullProductNullManagement,Manufacturing,Mass Customer,No,Yes,13,540 Farragut Avenue,2066,New South Wales,Australia,9,507,0.85,47,Adult
502,Gaultiero,Fibbens,Male,41,3/14/1980,HelpNullDeskNullTechnician,n/a,Affluent Customer,No,No,9,938 Bartillon Hill,2035,New South Wales,Australia,11,507,0.85,43,Adult
503,Inglebert,Aspinal,Male,4,10/13/1973,FinancialNullAnalyst,Financial Services,Mass Customer,No,No,11,612 Annamark Center,2176,New South Wales,Australia,8,507,0.85,50,Senior
504,Jammal,Devenny,Male,57,5/14/1999,MarketingNullManager,Retail,High Net Worth,No,No,12,18 Sage Plaza,3152,Victoria,Australia,9,507,0.85,24,Teenager
505,Adriane,Richardson,Female,81,3/10/1976,DataNullCoordiator,Manufacturing,High Net Worth,No,No,9,4 Randy Street,3070,Victoria,Australia,8,513,0.8415,47,Adult
506,Jodi,Lermit,Female,94,1/30/1954,,Health,Mass Customer,No,Yes,10,05 Corry Center,4021,Queensland,Australia,2,513,0.8415,69,Senior
507,Emelia,Ackwood,Female,72,9/30/1988,SeniorNullCostNullAccountant,Financial Services,Mass Customer,No,Yes,10,1 South Street,4183,Queensland,Australia,9,515,0.83938,35,Adult
508,Andee,Huke,Female,91,6/28/1971,,Manufacturing,Mass Customer,No,No,9,4810 Kim Park,3858,Victoria,Australia,2,515,0.83938,52,Senior
509,Isa,Fominov,Male,75,6/21/2001,PhysicalNullTherapyNullAssistant,n/a,Mass Customer,No,Yes,5,80388 Ryan Place,2010,New South Wales,Australia,9,515,0.83938,22,Teenager
510,Zabrina,Margram,Female,87,5/15/1964,,Manufacturing,High Net Worth,No,Yes,11,1092 Kinsman Parkway,4053,Queensland,Australia,8,515,0.83938,59,Senior
511,Maddalena,Angood,Female,79,7/28/1999,,Manufacturing,Affluent Customer,No,No,12,1 Bluejay Court,2320,New South Wales,Australia,4,515,0.83938,24,Teenager
512,Sofie,Worsfold,Female,87,10/6/1954,EnvironmentalNullTech,Retail,Mass Customer,No,Yes,9,7 Maple Wood Plaza,4125,Queensland,Australia,6,520,0.8375,69,Senior
513,Elmira,Vasilyev,Female,33,10/14/1951,SeniorNullQualityNullEngineer,Manufacturing,High Net Worth,No,No,12,12 Eastlawn Terrace,2007,New South Wales,Australia,9,520,0.8375,72,Senior
514,Free,Rowland,Male,42,5/17/1956,,n/a,Mass Customer,No,Yes,12,24929 Spaight Junction,3796,Victoria,Australia,8,520,0.8375,67,Senior
515,Worthington,Cohane,Male,60,1/23/1991,ChiefNullDesignNullEngineer,Entertainment,High Net Worth,No,No,2,846 Daystar Lane,2000,New South Wales,Australia,12,520,0.8375,32,Adult
516,Bailey,Bereford,Male,44,9/30/1950,SeniorNullSalesNullAssociate,Argiculture,Affluent Customer,No,Yes,11,36 Golf Course Circle,2444,New South Wales,Australia,6,524,0.83672,73,Senior
517,Perry,Whitehurst,Male,79,5/29/1980,StructuralNullEngineer,Manufacturing,High Net Worth,No,Yes,8,0 Nelson Crossing,3155,Victoria,Australia,7,524,0.83672,43,Adult
518,Antony,Tuma,Male,11,3/10/1954,EnvironmentalNullTech,Telecommunications,High Net Worth,No,Yes,13,93264 Almo Plaza,3078,Victoria,Australia,10,526,0.833,69,Senior
519,Corene,Hallgate,Female,26,11/6/1964,,Financial Services,Mass Customer,No,Yes,14,2109 Shoshone Court,3103,Victoria,Australia,12,526,0.833,59,Senior
520,Nico,Chadwick,Male,97,5/24/1953,ResearchNullAssistantNullIV,Financial Services,Affluent Customer,No,No,13,355 Roxbury Lane,3190,Victoria,Australia,8,526,0.833,70,Senior
521,Joline,Skipperbottom,Female,59,6/27/1972,DesktopNullSupportNullTechnician,n/a,High Net Worth,No,No,9,2 Warrior Crossing,2161,New South Wales,Australia,9,529,0.83,51,Senior
522,Ivy,Farr,Female,56,7/3/1973,OfficeNullAssistantNullIV,IT,High Net Worth,No,No,19,08470 Kingsford Lane,2120,New South Wales,Australia,11,530,0.82875,50,Senior
523,Dallas,Lavalde,Female,18,12/19/1998,ProductNullEngineer,n/a,Mass Customer,No,No,12,16898 Donald Plaza,2323,New South Wales,Australia,4,530,0.82875,25,Teenager
524,Amabel,,Female,71,9/14/1981,ChiefNullDesignNullEngineer,Financial Services,Mass Customer,No,Yes,9,3128 Mallory Pass,2144,New South Wales,Australia,6,530,0.82875,42,Adult
525,Hilario,McCulloch,Male,61,1/10/1986,PhysicalNullTherapyNullAssistant,Retail,Mass Customer,No,No,8,799 Luster Road,3051,Victoria,Australia,8,530,0.82875,37,Adult
526,Jim,Haddrell,Male,55,4/8/1955,AssociateNullProfessor,Financial Services,Mass Customer,No,No,9,53 Dryden Trail,2358,New South Wales,Australia,3,530,0.82875,68,Senior
527,Jacobo,Mucklow,Male,62,12/4/1952,ComputerNullSystemsNullAnalystNullI,Financial Services,High Net Worth,No,Yes,22,5512 Ronald Regan Hill,3122,Victoria,Australia,8,530,0.82875,71,Senior
528,Gretel,Paschke,Female,10,5/29/1956,Editor,Financial Services,Mass Customer,No,Yes,17,72 Melrose Street,4074,Queensland,Australia,7,536,0.825,67,Senior
529,Jethro,Mertel,Male,16,12/10/1978,SoftwareNullConsultant,Argiculture,Mass Customer,No,Yes,15,3460 Dapin Street,2262,New South Wales,Australia,6,536,0.825,45,Adult
530,Dwain,Hatch,Male,62,11/16/1994,MarketingNullAssistant,Health,Affluent Customer,No,No,15,5 Hovde Lane,3028,Victoria,Australia,8,536,0.825,29,Teenager
531,Lucretia,D'Agostini,Female,41,12/14/1978,DatabaseNullAdministratorNullIII,Manufacturing,High Net Worth,No,No,15,4 Gale Center,3185,Victoria,Australia,7,536,0.825,45,Adult
532,Claude,Bowstead,Female,37,11/29/1997,AccountingNullAssistantNullIII,Manufacturing,Mass Customer,No,No,7,5263 Stone Corner Crossing,2217,New South Wales,Australia,12,536,0.825,26,Teenager
533,Donn,MacGregor,Male,80,4/22/1965,CivilNullEngineer,Manufacturing,High Net Worth,No,No,5,0439 Mandrake Park,2046,New South Wales,Australia,10,536,0.825,58,Senior
534,Laurel,Devennie,Female,78,9/25/1976,VPNullProductNullManagement,Manufacturing,Affluent Customer,No,No,13,069 Hoard Pass,4352,Queensland,Australia,5,536,0.825,47,Adult
535,Elvira,Darthe,Female,10,4/8/1975,AccountingNullAssistantNullI,Financial Services,Affluent Customer,No,No,16,89 Green Ridge Point,2168,New South Wales,Australia,9,536,0.825,48,Adult
536,Angie,Tansley,Male,68,11/30/1950,VPNullSales,Manufacturing,Mass Customer,No,No,8,8 Cardinal Junction,2444,New South Wales,Australia,7,544,0.8245,73,Senior
537,Terrence,Dalligan,Male,60,2/19/1998,ChemicalNullEngineer,Manufacturing,High Net Worth,No,Yes,2,240 Main Hill,3200,Victoria,Australia,6,544,0.8245,25,Teenager
538,Katy,Crooke,Female,0,6/30/1977,FoodNullChemist,Health,Mass Customer,No,No,13,67081 Burrows Center,2111,New South Wales,Australia,12,546,0.82344,46,Adult
539,Sammy,Borsi,Female,99,4/27/1972,AccountantNullIII,Financial Services,Mass Customer,No,No,5,0 Kipling Way,2289,New South Wales,Australia,7,546,0.82344,51,Senior
540,Morganica,Ainsbury,Female,37,1/6/1973,SeniorNullEditor,Entertainment,High Net Worth,No,Yes,9,1 Raven Way,2151,New South Wales,Australia,10,546,0.82344,50,Senior
541,Nils,Champion,Male,69,7/6/1984,ProgrammerNullIII,Retail,Affluent Customer,No,No,13,261 Holy Cross Park,2750,New South Wales,Australia,9,549,0.82,39,Adult
542,Beverlee,Querree,Female,42,4/21/1991,MarketingNullManager,Financial Services,High Net Worth,No,Yes,12,891 Ohio Terrace,2075,New South Wales,Australia,12,549,0.82,32,Adult
543,Cami,Eitter,Female,34,1/3/1979,Professor,Manufacturing,High Net Worth,No,Yes,11,1408 Hovde Circle,3081,Victoria,Australia,9,551,0.81812,44,Adult
544,Reiko,Degenhardt,Female,83,1/16/1976,FinancialNullAnalyst,Financial Services,High Net Worth,No,Yes,5,50897 Northfield Road,4280,Queensland,Australia,6,552,0.816,47,Adult
545,Cord,Dunsmore,Male,12,4/21/1999,InternalNullAuditor,Manufacturing,Mass Customer,No,Yes,13,596 Boyd Park,4301,Queensland,Australia,3,552,0.816,24,Teenager
546,Gabey,Kennicott,Female,55,5/14/1958,DeveloperNullI,Financial Services,Affluent Customer,No,No,17,8 Fordem Place,2322,New South Wales,Australia,6,552,0.816,65,Senior
547,Jacqui,Devey,Female,79,10/1/1995,AnalystNullProgrammer,Financial Services,High Net Worth,No,Yes,13,656 Kennedy Crossing,2261,New South Wales,Australia,8,555,0.8125,28,Teenager
548,Byrom,Ramas,Male,23,11/2/1993,HelpNullDeskNullTechnician,Manufacturing,High Net Worth,No,No,12,2 Jackson Place,2528,New South Wales,Australia,7,555,0.8125,30,Adult
549,Worthington,Ahmed,Male,79,3/24/1972,SeniorNullCostNullAccountant,Financial Services,High Net Worth,No,No,13,39408 Manufacturers Road,3335,Victoria,Australia,3,555,0.8125,51,Senior
550,Chico,Dye,Male,46,2/4/1994,SpeechNullPathologist,Manufacturing,High Net Worth,No,No,13,168 Schlimgen Center,2526,New South Wales,Australia,9,555,0.8125,29,Teenager
551,Davidde,Cockroft,Male,70,4/21/1947,GeologicalNullEngineer,Manufacturing,High Net Worth,No,No,8,8 Kim Avenue,2158,New South Wales,Australia,12,555,0.8125,76,Senior
552,Charlie,Dmych,Male,60,3/31/1950,AccountNullCoordinator,Manufacturing,High Net Worth,No,No,13,920 Cambridge Way,2263,New South Wales,Australia,6,555,0.8125,73,Senior
553,Donn,Chaney,Male,15,1/29/1951,ResearchNullAssistantNullII,n/a,Mass Customer,No,No,13,4 Schlimgen Trail,4701,Queensland,Australia,3,561,0.81016,72,Senior
554,Kamila,Parsonage,Female,80,3/8/1954,,Property,Mass Customer,No,No,5,31 Mccormick Court,4131,Queensland,Australia,8,562,0.81,69,Senior
555,Barth,Sapshed,Male,4,6/16/1994,ExecutiveNullSecretary,Financial Services,Mass Customer,No,Yes,13,65 Milwaukee Lane,4520,Queensland,Australia,10,563,0.8075,29,Teenager
556,Padriac,Collacombe,Male,67,4/7/1967,SoftwareNullConsultant,Health,Affluent Customer,No,No,13,76 Mendota Park,2090,New South Wales,Australia,10,563,0.8075,56,Senior
557,Olive,Mozzi,Female,87,7/6/1955,AccountNullRepresentativeNullIV,Retail,Affluent Customer,No,Yes,20,26667 Rigney Place,2567,New South Wales,Australia,9,563,0.8075,68,Senior
558,Benedict,Rosas,Male,73,11/25/1955,Actuary,Financial Services,High Net Worth,No,Yes,15,898 Muir Court,2142,New South Wales,Australia,6,563,0.8075,68,Senior
559,Virginia,De Antoni,Female,17,3/14/1964,ExecutiveNullSecretary,Telecommunications,High Net Worth,No,Yes,12,88093 Pierstorff Plaza,2030,New South Wales,Australia,10,563,0.8075,59,Senior
560,Nicolas,O'Donnell,Male,40,9/25/1986,InternalNullAuditor,n/a,Mass Customer,No,Yes,14,3319 Anthes Crossing,3177,Victoria,Australia,7,568,0.8,37,Adult
561,Oswald,MacCarlich,Male,81,11/24/1991,AssistantNullMediaNullPlanner,Entertainment,Mass Customer,No,No,14,16 Mosinee Place,4717,Queensland,Australia,1,568,0.8,32,Adult
562,Ailyn,Howgate,Female,66,9/27/2001,ElectricalNullEngineer,Manufacturing,Mass Customer,No,Yes,2,197 Northport Plaza,4213,Queensland,Australia,7,568,0.8,22,Teenager
563,Karol,Salthouse,Female,53,7/29/1968,ResearchNullAssistantNullIII,Financial Services,Mass Customer,No,Yes,18,10236 Mifflin Avenue,2570,New South Wales,Australia,8,568,0.8,55,Senior
564,Esdras,Birchett,Male,81,12/9/1950,AssistantNullMediaNullPlanner,Entertainment,Mass Customer,No,Yes,21,5287 Clarendon Plaza,2258,New South Wales,Australia,9,568,0.8,73,Senior
565,Wilfrid,Gertray,Male,1,8/23/1942,AccountingNullAssistantNullI,Financial Services,Mass Customer,No,No,16,38407 Sutteridge Circle,2766,New South Wales,Australia,8,568,0.8,81,Senior
566,Charmain,Styles,Female,49,2/25/1965,ProgrammerNullAnalystNullI,Property,High Net Worth,No,Yes,18,423 Holy Cross Lane,3029,Victoria,Australia,7,574,0.799,58,Senior
567,Kirsteni,Gritskov,Female,66,5/12/1998,,n/a,Mass Customer,No,No,4,743 Stuart Terrace,2560,New South Wales,Australia,7,575,0.79688,25,Teenager
568,Bobby,Summersby,Male,90,10/27/1943,SalesNullAssociate,Financial Services,Affluent Customer,No,No,7,1478 Oak Valley Park,3350,Victoria,Australia,2,575,0.79688,80,Senior
569,Shepherd,Dutchburn,Male,33,8/12/1976,SeniorNullSalesNullAssociate,Financial Services,High Net Worth,No,Yes,9,8970 Anhalt Junction,2160,New South Wales,Australia,9,575,0.79688,47,Adult
570,Berenice,Kaesmakers,Female,64,10/15/1994,SalesNullRepresentative,Retail,Mass Customer,No,No,11,563 Waywood Park,2145,New South Wales,Australia,9,575,0.79688,29,Teenager
571,Jesse,Crosio,Male,75,4/15/1994,DataNullCoordiator,n/a,Mass Customer,No,Yes,13,9313 Mayer Street,3133,Victoria,Australia,8,575,0.79688,29,Teenager
572,Cordi,Thornton,Female,47,1/4/1973,StructuralNullEngineer,Telecommunications,Mass Customer,No,No,11,2978 Mccormick Center,2028,New South Wales,Australia,10,575,0.79688,50,Senior
573,Debbie,Tillman,Female,3,7/6/1990,AccountNullCoordinator,Manufacturing,High Net Worth,No,Yes,13,527 Jay Trail,4551,Queensland,Australia,8,582,0.79,33,Adult
574,Judie,Pirkis,Female,2,7/18/1995,Recruiter,n/a,Affluent Customer,No,Yes,4,6 Loftsgordon Pass,2111,New South Wales,Australia,11,583,0.7875,28,Teenager
575,Flin,Yoskowitz,Male,9,12/17/1995,RegisteredNullNurse,Health,Mass Customer,No,Yes,11,9940 Manley Drive,2574,New South Wales,Australia,7,583,0.7875,28,Teenager
576,Noel,Sturch,Female,26,10/28/1951,EnvironmentalNullSpecialist,Health,Mass Customer,No,No,10,0736 West Crossing,3585,Victoria,Australia,1,583,0.7875,72,Senior
577,Letizia,Poore,Female,27,8/30/1938,WebNullDeveloperNullII,Manufacturing,Affluent Customer,No,No,15,95796 Mcbride Drive,3677,Victoria,Australia,3,583,0.7875,85,Senior
578,Raynard,,Male,32,4/13/1996,StatisticianNullIII,Health,Affluent Customer,No,No,14,20187 Loomis Court,4132,Queensland,Australia,6,587,0.78625,27,Teenager
579,Kiley,Grunder,Male,95,4/17/1994,CostNullAccountant,Financial Services,Affluent Customer,No,Yes,1,17393 Colorado Hill,4006,Queensland,Australia,8,587,0.78625,29,Teenager
580,Ethelred,Sissel,Male,83,12/25/1974,ProgrammerNullAnalystNullIV,Health,High Net Worth,No,No,18,65 Rutledge Parkway,2539,New South Wales,Australia,8,587,0.78625,49,Adult
581,Dena,Pabst,Female,39,4/20/1987,AccountNullExecutive,Manufacturing,High Net Worth,No,Yes,17,02023 Loeprich Drive,3037,Victoria,Australia,7,590,0.78359,36,Adult
582,Wyndham,Woolford,Male,1,10/22/1979,EngineerNullIV,Manufacturing,Mass Customer,No,No,10,9107 Pine View Plaza,3977,Victoria,Australia,6,591,0.782,44,Adult
583,Rochette,Haddacks,Female,44,5/10/1996,TaxNullAccountant,Retail,Affluent Customer,No,Yes,13,822 Di Loreto Junction,3020,Victoria,Australia,8,591,0.782,27,Teenager
584,Jamal,Dudgeon,Male,83,2/9/1965,MechanicalNullSystemsNullEngineer,Financial Services,Mass Customer,No,No,7,2712 Namekagon Crossing,3029,Victoria,Australia,5,591,0.782,58,Senior
585,Levin,Coxen,Male,13,10/22/1955,AccountantNullI,Property,Mass Customer,No,No,20,32 Hazelcrest Court,2753,New South Wales,Australia,8,594,0.78125,68,Senior
586,Marinna,Kauschke,Female,21,3/15/1973,SalesNullAssociate,Financial Services,Affluent Customer,No,Yes,8,9 Forster Circle,3174,Victoria,Australia,3,595,0.77562,50,Senior
587,Kyle,Michie,Female,6,7/19/1958,NurseNullPracticioner,n/a,Mass Customer,No,Yes,10,07226 Anzinger Avenue,3032,Victoria,Australia,8,595,0.77562,65,Senior
588,Lanie,Cobbold,Male,57,12/31/1978,SeniorNullSalesNullAssociate,n/a,Mass Customer,No,Yes,9,936 Porter Lane,2323,New South Wales,Australia,5,595,0.77562,45,Adult
589,Gilbert,O'Fallone,Male,29,11/7/1994,AssistantNullMediaNullPlanner,Entertainment,High Net Worth,No,No,1,6 Havey Pass,2126,New South Wales,Australia,11,595,0.77562,29,Teenager
590,Esther,McOnie,Female,59,5/26/1939,LegalNullAssistant,n/a,Mass Customer,No,No,14,844 Forster Place,2096,New South Wales,Australia,12,599,0.775,84,Senior
591,Chaim,Kingdon,Male,63,1/21/1996,CompensationNullAnalyst,Financial Services,Affluent Customer,No,Yes,15,42590 Bellgrove Court,2097,New South Wales,Australia,9,599,0.775,27,Teenager
592,Anson,Dearnaly,Male,68,6/29/1997,DataNullCoordiator,Health,Affluent Customer,No,Yes,11,6060 Veith Crossing,2103,New South Wales,Australia,11,602,0.7735,26,Teenager
593,Caitrin,Critten,Female,45,1/29/1973,DirectorNullofNullSales,Manufacturing,Mass Customer,No,Yes,10,25 Lakeland Point,4113,Queensland,Australia,7,603,0.77031,50,Senior
594,Garreth,Minett,Male,93,5/23/1961,PhysicalNullTherapyNullAssistant,n/a,Affluent Customer,No,Yes,10,21667 Randy Crossing,3163,Victoria,Australia,7,604,0.765,62,Senior
595,Rozamond,Sommer,Female,27,9/19/1966,Operator,IT,Affluent Customer,No,Yes,12,608 Dapin Court,3129,Victoria,Australia,10,604,0.765,57,Senior
596,Annabell,Downer,Female,33,11/25/1955,Budget/AccountingNullAnalystNullII,n/a,Affluent Customer,No,No,20,8738 Lukken Terrace,2763,New South Wales,Australia,9,606,0.765,68,Senior
597,Maximilian,Geffen,Male,96,7/13/1955,AutomationNullSpecialistNullIII,Manufacturing,Mass Customer,No,Yes,20,8634 Wayridge Pass,2750,New South Wales,Australia,8,606,0.765,68,Senior
598,Ajay,Worham,Female,80,9/30/1979,ComputerNullSystemsNullAnalystNullI,Manufacturing,Mass Customer,No,Yes,12,5 Homewood Road,2800,New South Wales,Australia,6,606,0.765,44,Adult
599,Jamison,Cashin,Male,70,5/19/1970,VPNullProductNullManagement,Health,Mass Customer,No,Yes,5,7 Dunning Avenue,2477,New South Wales,Australia,8,609,0.7625,53,Senior
600,Dorian,Emery,Female,94,8/24/1998,Professor,Manufacturing,Mass Customer,No,Yes,9,67 Beilfuss Plaza,2168,New South Wales,Australia,8,609,0.7625,25,Teenager
